#Extracted table from SRA runinfo table.
Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	species
SRR6984044	2018-07-05 12:04:51	2018-04-11 13:58:06	5759018	201565630	0	35	136	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/984/SRR6984044.sralite.1	SRX3924056	Bombyx mori_larval mouthparts B	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina Genome Analyzer	SRP139576	PRJNA432970	NA	432970	SRS3158379	SAMN08712580	simple	7091	Bombyx mori	Bombyx mori, larval mouthparts B	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN	SRA687095	NA	public	67DF42F769B7FB45D9E92C279FC3E6E6	C3924419114890AE1A1F761A21E5E242	Bombyx_mori
SRR6984042	2018-07-05 12:04:18	2018-04-11 13:57:54	5711034	199886190	0	35	136	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/984/SRR6984042.sralite.1	SRX3924058	Bombyx mori_male antennae	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina Genome Analyzer	SRP139576	PRJNA432970	NA	432970	SRS3158381	SAMN08712578	simple	7091	Bombyx mori	Bombyx mori, male antennae	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA	UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN	SRA687095	NA	public	286B867D3DC3DFAA5B86F54EF69F7DC8	4EFCD7DABA4360C7182D1916001633FB	Bombyx_mori
SRR585568	2015-07-22 17:07:46	2015-12-22 04:15:21	57797817	10403607060	57797817	180	5938	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR000/585/SRR585568.sralite.1	SRX191135	NA	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	300	0	ILLUMINA	Illumina Genome Analyzer II	SRP015992	PRJNA72423	2	72423	SRS366852	SAMN01758044	simple	278856	Danaus plexippus plexippus	DpRNAseq	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	UMASS MEDICAL SCHOOL	SRA059252	NA	public	2A0B423EBB33A020E32101CA635A9F33	CF6D0BDEF169D9CA5A1ECCBB480C6A30	Danaus_plexippus
SRR8234183	2018-11-21 14:02:12	2018-11-21 11:35:18	46988534	14190537268	46988534	302	5446	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/234/SRR8234183.sralite.1	SRX5052523	IL100103423	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP170034	PRJNA503353	NA	503353	SRS4069615	SAMN10359282	simple	7159	Aedes aegypti	BmV18hpi_uninfected(b)	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	UNIVERSITY OF MARYLAND, BALTIMORE	SRA802126	NA	public	771ABF4DFF32BA0F0D11F97FD3F32B88	81804B0B2B94C5877F49EC3EDA391889	Aedes_aegypti
SRR8234182	2018-11-21 14:02:12	2018-11-21 11:37:37	50987767	15398305634	50987767	302	6010	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/234/SRR8234182.sralite.1	SRX5052524	IL100103424	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP170034	PRJNA503353	NA	503353	SRS4069614	SAMN10359283	simple	7159	Aedes aegypti	BmV18hpi_uninfected(c)	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	UNIVERSITY OF MARYLAND, BALTIMORE	SRA802126	NA	public	E7E6DE6173C8A50D957794892D74E913	E7F9DFA50072DDF3BCB6C79B935635BC	Aedes_aegypti
SRR8234185	2018-11-21 14:02:12	2018-11-21 11:29:42	42783939	12920749578	42783939	302	5090	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/234/SRR8234185.sralite.1	SRX5052521	IL100103425	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP170034	PRJNA503353	NA	503353	SRS4069612	SAMN10359284	simple	7159	Aedes aegypti	BmV4dpi_uninfected(b)	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	UNIVERSITY OF MARYLAND, BALTIMORE	SRA802126	NA	public	2636CEFA4DD245DAE4D62E1D9830FBFD	148F8F8CDAA119248084BEACF1AFF1CA	Aedes_aegypti
SRR8234184	2018-11-21 14:02:12	2018-11-21 11:32:45	55042935	16622966370	55042935	302	6482	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR823/4184/SRR8234184.sralite.1	SRX5052522	IL100103426	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP170034	PRJNA503353	NA	503353	SRS4069613	SAMN10359285	simple	7159	Aedes aegypti	BmV4dpi_uninfected(c)	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	UNIVERSITY OF MARYLAND, BALTIMORE	SRA802126	NA	public	6149156610918EDD56878108B1F59AF4	9762CD7A06B6C29DB1DA03CA3C645152	Aedes_aegypti
SRR8234181	2018-11-21 14:07:11	2018-11-21 12:09:58	111210317	33585515734	111210317	302	13169	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/234/SRR8234181.sralite.1	SRX5052525	IL100103427	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP170034	PRJNA503353	NA	503353	SRS4069616	SAMN10359286	simple	7159	Aedes aegypti	BmV8dpi_uninfected(b)	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	UNIVERSITY OF MARYLAND, BALTIMORE	SRA802126	NA	public	EBA8D24979F04537A76B04AA9A50951C	2F1462B6884CE0DC789602CA0B4DF8DC	Aedes_aegypti
SRR8234180	2018-11-21 14:02:12	2018-11-21 11:46:29	77607960	23437603920	77607960	302	9335	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/234/SRR8234180.sralite.1	SRX5052526	IL100103428	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP170034	PRJNA503353	NA	503353	SRS4069617	SAMN10359287	simple	7159	Aedes aegypti	BmV8dpi_uninfected(c)	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	UNIVERSITY OF MARYLAND, BALTIMORE	SRA802126	NA	public	C87251553E99778472EA727E83873CC5	CABBD1C04446AB469D04EC833706AD77	Aedes_aegypti
SRR7356168	2018-06-21 12:30:15	2018-06-18 17:34:26	44283880	6731149760	44283880	152	2403	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/356/SRR7356168.sralite.1	SRX4229291		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP150749	PRJNA476553	NA	476553	SRS3428460	SAMN09439579	simple	7159	Aedes aegypti	GSM3195577	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA724125	NA	public	0B54ED5BDCB7BCF8DAFA076D0C046786	E011297D4F6E7F0F195EC74067C720F2	Aedes_aegypti
SRR7356169	2018-06-21 12:30:15	2018-06-18 17:36:53	47678788	7247175776	47678788	152	2579	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/356/SRR7356169.sralite.1	SRX4229292		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP150749	PRJNA476553	NA	476553	SRS3428453	SAMN09439578	simple	7159	Aedes aegypti	GSM3195578	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA724125	NA	public	2B432744E52B34BAC759D709343AE857	9ADEA71186A21B6C85237027316B167F	Aedes_aegypti
SRR7356170	2018-06-21 12:30:15	2018-06-18 17:33:49	40137009	6100825368	40137009	152	2162	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/356/SRR7356170.sralite.1	SRX4229293		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP150749	PRJNA476553	NA	476553	SRS3428455	SAMN09439577	simple	7159	Aedes aegypti	GSM3195579	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA724125	NA	public	C6FED96D68728F81693CD17154308DB3	517B3CE7AAB1E940975A826EC84D43A8	Aedes_aegypti
SRR7356171	2018-06-21 12:30:15	2018-06-18 17:26:53	27859979	4234716808	27859979	152	1376	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7356171/SRR7356171	SRX4229294		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP150749	PRJNA476553	NA	476553	SRS3428456	SAMN09439576	simple	7159	Aedes aegypti	GSM3195580	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA724125	NA	public	89074C8D7F49CA0E6E287062D5D45BDB	6664AEFC5D6FA7E7FCC7E22AE7640B65	Aedes_aegypti
SRR7356172	2018-06-21 12:30:15	2018-06-18 17:40:28	44321705	6736899160	44321705	152	2412	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/356/SRR7356172.sralite.1	SRX4229295		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP150749	PRJNA476553	NA	476553	SRS3428452	SAMN09439575	simple	7159	Aedes aegypti	GSM3195581	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA724125	NA	public	04696BABA23CD4E30204F8F598687459	7D0CBDBFF12A2FFF4832A7906038CF4D	Aedes_aegypti
SRR7356173	2018-06-21 12:30:15	2018-06-18 17:26:20	26780478	4070632656	26780478	152	1321	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/356/SRR7356173.sralite.1	SRX4229296		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP150749	PRJNA476553	NA	476553	SRS3428454	SAMN09439574	simple	7159	Aedes aegypti	GSM3195582	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA724125	NA	public	3C1A40D3236041A7F9B4DC5734C5A811	8D84E70A7019DCB1FAB90E345704C738	Aedes_aegypti
SRR7356174	2018-06-21 12:30:15	2018-06-18 17:25:37	14088778	2141494256	14088778	152	697	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7356174/SRR7356174	SRX4229297		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP150749	PRJNA476553	NA	476553	SRS3428459	SAMN09439599	simple	7159	Aedes aegypti	GSM3195583	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA724125	NA	public	0CA6D33D3464072223C5AA1AE783483D	32D57B0E1931CD6636139E818AE77B2C	Aedes_aegypti
SRR7356175	2018-06-21 12:30:15	2018-06-18 17:30:49	28541846	4338360592	28541846	152	1408	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/356/SRR7356175.sralite.1	SRX4229298		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP150749	PRJNA476553	NA	476553	SRS3428458	SAMN09439598	simple	7159	Aedes aegypti	GSM3195584	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA724125	NA	public	9BD9E9548F7F40F14199BE00699A46B3	82971A8C825213758A75D1EFAAE655DD	Aedes_aegypti
SRR7356176	2018-06-21 12:30:15	2018-06-18 17:32:44	31392844	4771712288	31392844	152	1538	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/356/SRR7356176.sralite.1	SRX4229299		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP150749	PRJNA476553	NA	476553	SRS3428457	SAMN09439597	simple	7159	Aedes aegypti	GSM3195585	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA724125	NA	public	F4251BE2A55B2A7FC595F204FAEEF2B4	ACF99124C13E5F08E210C9A59B64686A	Aedes_aegypti
SRR7356177	2018-06-21 12:30:15	2018-06-18 17:27:36	20285914	3083458928	20285914	152	1106	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7356177/SRR7356177	SRX4229300		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP150749	PRJNA476553	NA	476553	SRS3428463	SAMN09439596	simple	7159	Aedes aegypti	GSM3195586	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA724125	NA	public	EE3045C674B78B17966353B23DC6BAF9	E270D56FC1E9E2E8C5D44C3C0EF87026	Aedes_aegypti
SRR7356178	2018-06-21 12:30:15	2018-06-18 17:28:12	24675325	3750649400	24675325	152	1346	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7356178/SRR7356178	SRX4229301		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP150749	PRJNA476553	NA	476553	SRS3428465	SAMN09439595	simple	7159	Aedes aegypti	GSM3195587	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA724125	NA	public	C16D16C1105D23FE6FDBEACD22310D47	2B822209D45A7E40712786D4F88A346B	Aedes_aegypti
SRR7356179	2018-06-21 12:30:15	2018-06-18 17:23:02	12866710	1955739920	12866710	152	632	NA	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7356179/SRR7356179	SRX4229302		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP150749	PRJNA476553	NA	476553	SRS3428464	SAMN09439594	simple	7159	Aedes aegypti	GSM3195588	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA724125	NA	public	01CD6A3AC4D599C135DA2BCD0C93D3C5	8F63FB4EA4E58C0A39279700C4D89722	Aedes_aegypti
SRR5955010	2017-11-15 16:34:10	2017-08-22 18:59:36	25439493	2543949300	25439493	100	1517	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/955/SRR5955010.sralite.1	SRX3113384		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina Genome Analyzer IIx	SRP115939	PRJNA399504	2	399504	SRS2448471	SAMN07535988	simple	7159	Aedes aegypti	GSM2750840	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA601717	NA	public	5E6515E99A30A66E63C726C2C1FDFBF1	CAC5E23154AC8FD1A390AE15ECD9C85B	Aedes_aegypti
SRR5955011	2017-11-15 16:34:10	2017-08-22 19:07:55	28066817	2806681700	28066817	100	1669	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/955/SRR5955011.sralite.1	SRX3113385		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina Genome Analyzer IIx	SRP115939	PRJNA399504	2	399504	SRS2448466	SAMN07535990	simple	7159	Aedes aegypti	GSM2750841	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA601717	NA	public	C03E6086509BC0D69DA48240FD5AC1E1	CA6BFD2082C7D5315828F4D5019BDE19	Aedes_aegypti
SRR5955012	2017-11-15 16:34:11	2017-08-22 19:01:45	26168615	2616861500	26168615	100	1573	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/955/SRR5955012.sralite.1	SRX3113386		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina Genome Analyzer IIx	SRP115939	PRJNA399504	2	399504	SRS2448468	SAMN07535989	simple	7159	Aedes aegypti	GSM2750842	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA601717	NA	public	8BFF2DFEB602A2DDAF6059C9D91064EE	388E8B3615B5B56B8472DD23E6B7D8B2	Aedes_aegypti
SRR5955016	2017-11-15 16:34:11	2017-08-22 18:59:49	28032098	2803209800	28032098	100	1663	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/955/SRR5955016.sralite.1	SRX3113390		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina Genome Analyzer IIx	SRP115939	PRJNA399504	2	399504	SRS2448470	SAMN07535996	simple	7159	Aedes aegypti	GSM2750846	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA601717	NA	public	A3A92B47CDD4B023622DE8ED6D10F016	3E657FA4693F1B1DD76A1B18377BD36E	Aedes_aegypti
SRR5955017	2017-11-15 16:34:11	2017-08-22 18:58:03	22341444	2234144400	22341444	100	1338	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/955/SRR5955017.sralite.1	SRX3113391		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina Genome Analyzer IIx	SRP115939	PRJNA399504	2	399504	SRS2448472	SAMN07535995	simple	7159	Aedes aegypti	GSM2750847	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA601717	NA	public	3C97672EFC5807121755FB0ABF0C4A60	FA1DCEE043DAF00FDE665D67D4C33D56	Aedes_aegypti
SRR5955018	2017-11-15 16:34:11	2017-08-22 19:01:48	28173729	2817372900	28173729	100	1668	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/955/SRR5955018.sralite.1	SRX3113392		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina Genome Analyzer IIx	SRP115939	PRJNA399504	2	399504	SRS2448476	SAMN07535994	simple	7159	Aedes aegypti	GSM2750848	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA601717	NA	public	64FF5F14D92C0F806BA5215B1E37C59E	AD911BA3DCA3002E53074D64AD862971	Aedes_aegypti
SRR5955022	2017-11-15 16:34:11	2017-08-22 18:58:59	25409063	2540906300	25409063	100	1519	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/955/SRR5955022.sralite.1	SRX3113396		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina Genome Analyzer IIx	SRP115939	PRJNA399504	2	399504	SRS2448477	SAMN07535986	simple	7159	Aedes aegypti	GSM2750852	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA601717	NA	public	C8D4F8A3E7A77E3590FB829A9B1A6F4F	71BF777A1BAC1C0047AD94F9F667821E	Aedes_aegypti
SRR5955023	2017-11-15 16:34:11	2017-08-22 18:58:53	25513206	2551320600	25513206	100	1517	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/955/SRR5955023.sralite.1	SRX3113397		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina Genome Analyzer IIx	SRP115939	PRJNA399504	2	399504	SRS2448479	SAMN07536003	simple	7159	Aedes aegypti	GSM2750853	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA601717	NA	public	4F16A6258A577EBD055E3414D5D354A0	2956FC095A7CD03C0FCA3A574EA54029	Aedes_aegypti
SRR5955024	2017-11-15 16:34:11	2017-08-22 18:59:56	23821678	2382167800	23821678	100	1417	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/955/SRR5955024.sralite.1	SRX3113398		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina Genome Analyzer IIx	SRP115939	PRJNA399504	2	399504	SRS2448480	SAMN07536002	simple	7159	Aedes aegypti	GSM2750854	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA601717	NA	public	BFB88BEA07030436E37A69CE221779CE	09A87996D21CBB8B9CB09B6547354E81	Aedes_aegypti
SRR5500834	2017-05-03 08:37:13	2017-05-03 08:32:10	18725551	1749571218	0	93	1152	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/500/SRR5500834.sralite.1	SRX2780298	BF_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP106313	PRJNA385151	NA	385151	SRS2163393	SAMN06861245	simple	7176	Culex quinquefasciatus	1	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	SVERIGES LANTBRUKSUNIVERSITET (SLU), ALNARP	SRA559129	NA	public	7EEB9439A5154C9FFF21651AC08BC64D	3B924973A6AB8D971DB8B5005E704F73	Culex_quinquefasciatus
SRR5500833	2017-05-03 08:35:13	2017-05-03 08:32:09	18782067	1764585491	0	93	1048	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/500/SRR5500833.sralite.1	SRX2780297	BF_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP106313	PRJNA385151	NA	385151	SRS2163392	SAMN06861246	simple	7176	Culex quinquefasciatus	2	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	SVERIGES LANTBRUKSUNIVERSITET (SLU), ALNARP	SRA559129	NA	public	1FC76EF01C9B72D832577F7FF78CD4B7	C234F965B63E2DCCA8FE300B7A929179	Culex_quinquefasciatus
SRR5500832	2017-05-03 08:35:13	2017-05-03 08:31:58	17035955	1588637138	0	93	1051	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/500/SRR5500832.sralite.1	SRX2780296	NBF_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP106313	PRJNA385151	NA	385151	SRS2163391	SAMN06861247	simple	7176	Culex quinquefasciatus	3	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	SVERIGES LANTBRUKSUNIVERSITET (SLU), ALNARP	SRA559129	NA	public	C97646E0777D37CDE52F8DEB096E6AEF	3909AEB42154712F700855AECA53D006	Culex_quinquefasciatus
SRR5500831	2017-05-03 08:35:13	2017-05-03 08:31:30	17644200	1660709631	0	94	987	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/500/SRR5500831.sralite.1	SRX2780295	NBF_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP106313	PRJNA385151	NA	385151	SRS2163390	SAMN06861248	simple	7176	Culex quinquefasciatus	4	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	SVERIGES LANTBRUKSUNIVERSITET (SLU), ALNARP	SRA559129	NA	public	FA3A8791368E2F9E9FFF2A75EC639567	C2563C2502591BF034665242F7FCC35C	Culex_quinquefasciatus
SRR1539388	2015-10-01 16:22:15	2014-08-08 12:34:25	52750335	10655567670	52750335	202	6830	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/539/SRR1539388.sralite.1	SRX672336		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP045362	PRJNA257797	2	257797	SRS676827	SAMN02978993	simple	7176	Culex quinquefasciatus	GSM1468366	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA178480	NA	public	0537F2930A28A0B02811C9D800B5D791	DCBE76FDB2C841186392233463D46366	Culex_quinquefasciatus
SRR1539389	2015-10-01 16:22:15	2014-08-08 12:30:27	48955715	9889054430	48955715	202	6351	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/539/SRR1539389.sralite.1	SRX672337		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP045362	PRJNA257797	2	257797	SRS676829	SAMN02978994	simple	7176	Culex quinquefasciatus	GSM1468367	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA178480	NA	public	7FA2463E8B78E357513D618B972CDA03	887D249BEA51768B37DB01E788C65355	Culex_quinquefasciatus
SRR1539390	2015-10-01 16:22:15	2014-08-08 12:27:59	41670276	8417395752	41670276	202	5355	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/539/SRR1539390.sralite.1	SRX672338		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP045362	PRJNA257797	2	257797	SRS676828	SAMN02978995	simple	7176	Culex quinquefasciatus	GSM1468368	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA178480	NA	public	BFFC7906F54B9B16ED3CA9259A12D4DB	E815E03269FA7002B7E1D71F3C9B9CCF	Culex_quinquefasciatus
SRR1539391	2015-10-01 16:22:15	2014-08-08 12:35:41	52598951	10624988102	52598951	202	6907	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/539/SRR1539391.sralite.1	SRX672339		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP045362	PRJNA257797	2	257797	SRS676830	SAMN02978996	simple	7176	Culex quinquefasciatus	GSM1468369	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA178480	NA	public	4C9065F67B1148E8BBC5D31740D6DDEA	BC74ADC0D98E1AB0A42DEB2219C9C13B	Culex_quinquefasciatus
SRR1724076	2014-12-18 17:48:10	2014-12-18 17:45:12	27449612	1180333316	0	43	546	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/724/SRR1724076.sralite.1	SRX816662	NA	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP028873	PRJNA215081	2	215081	SRS796923	SAMN02316529	simple	7165	Anopheles gambiae	Female maxillary palps	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	VANDERBILT.UNIVERSITY	SRA097913	NA	public	BA6EC5BC2DDBB47E7A4E068EFF222D7D	25CC847CCB979A3A27EDE9DC5D733BD0	Anopheles_gambiae
