#annot_N1N2_sup10: Number of introns with Ns+Na >= 10.
#annotated_intron: Number of annotated introns.
#sequencing_depth: Median per-base read coverage across BUSCO genes.
#average_svr_busco: Average per-intron alternative splicing rate among BUSCO major introns (%).
#no_major_intron: Number of major introns.
#no_compiled_rna_seq: Number of sub-sampled RNA-seq.
#replicate: Replicates number.
#samples: SRA Accession of the RNA-seq samples studied.
#species: Scientific name.
annot_N1N2_sup10	annotated_intron	sequencing_depth	average_svr_busco	no_major_intron	no_compiled_rna_seq	replicate	echantillon	selection	samples	species
2329	2414	466.91932864104	0.0118423522382282	2138	13	26	all introns	0	SRR6055364,SRR6055372,SRR6766848,SRR6055418,SRR6055395,SRR6766846,SRR7444552,SRR6055406,SRR6766831,SRR6766829,SRR6766806,SRR6766859,SRR6055362	Drosophila_melanogaster
2317	2414	459.496801705757	0.0117451799114584	2120	13	27	all introns	0	SRR6766848,SRR6055393,SRR6055371,SRR6766803,SRR6055408,SRR6055385,SRR6055402,SRR7444553,SRR6766857,SRR6766846,SRR6766853,SRR6055372,SRR6055394	Drosophila_melanogaster
2340	2414	639.643815201192	0.0117003013944828	2141	13	28	all introns	0	SRR6766859,SRR6766819,SRR6055403,SRR6766827,SRR6055366,SRR6055380,SRR6766837,SRR7444550,SRR6055422,SRR6055385,SRR6766853,SRR6766846,SRR6766858	Drosophila_melanogaster
2320	2414	557.822286962856	0.0121157408992793	2132	13	29	all introns	0	SRR6766852,SRR6055399,SRR6766849,SRR6055364,SRR6055388,SRR6055366,SRR6055383,SRR6766838,SRR6766842,SRR7444555,SRR6766857,SRR6055389,SRR6766840	Drosophila_melanogaster
2328	2414	709.537257357546	0.0106378553884159	2138	13	30	all introns	0	SRR6766838,SRR6055389,SRR6766809,SRR7444553,SRR6766819,SRR6055380,SRR6766831,SRR6055411,SRR6055387,SRR6766827,SRR7444555,SRR6055404,SRR6766859	Drosophila_melanogaster
2305	2414	438.424242424242	0.013328975068354	2117	14	1	all introns	0	SRR6766852,SRR6055393,SRR6055365,SRR6766834,SRR6055383,SRR6055385,SRR6766857,SRR6766837,SRR6766813,SRR6055419,SRR6055410,SRR6766858,SRR6766806,SRR6055360	Drosophila_melanogaster
2336	2414	564.407510431153	0.0119418610621389	2145	14	2	all introns	0	SRR6766837,SRR6766839,SRR6055418,SRR6766806,SRR6055364,SRR6766845,SRR7444554,SRR6055413,SRR6055381,SRR6055396,SRR6766848,SRR7444552,SRR6766838,SRR6766826	Drosophila_melanogaster
2317	2414	749.255950631796	0.0132172882206802	2123	14	3	all introns	0	SRR6766828,SRR6055397,SRR6766827,SRR6766852,SRR6055382,SRR6055389,SRR6766854,SRR6766847,SRR6766820,SRR6766861,SRR6055361,SRR6766858,SRR6055360,SRR6055384	Drosophila_melanogaster
2334	2414	683.240102171136	0.0121935882022393	2136	14	4	all introns	0	SRR6766853,SRR6055366,SRR7444550,SRR6766841,SRR6055388,SRR6766827,SRR6055409,SRR6055417,SRR6766820,SRR6055375,SRR6055361,SRR6766858,SRR6766852,SRR6766846	Drosophila_melanogaster
2338	2414	792.052899287895	0.0108405417798801	2144	14	5	all introns	0	SRR6766825,SRR6055375,SRR6055419,SRR7444550,SRR6055371,SRR6766806,SRR6055370,SRR6766836,SRR7444555,SRR6766823,SRR6766844,SRR6766827,SRR6766833,SRR6055391	Drosophila_melanogaster
2305	2414	592.513447432763	0.012665773155752	2106	14	6	all introns	0	SRR6055410,SRR6766820,SRR6766830,SRR6766824,SRR6766803,SRR6766853,SRR6766858,SRR6766844,SRR6055399,SRR6766848,SRR6766861,SRR6055418,SRR6055394,SRR6055368	Drosophila_melanogaster
2336	2414	655.144747081713	0.0111454302779787	2138	14	7	all introns	0	SRR6055367,SRR6055368,SRR6055400,SRR6766853,SRR6766825,SRR6766834,SRR6766831,SRR6055377,SRR7444550,SRR6055387,SRR6766812,SRR6766818,SRR6766828,SRR6766813	Drosophila_melanogaster
2333	2414	616.34065934066	0.0112299509860522	2136	14	8	all introns	0	SRR6055383,SRR7444552,SRR6766848,SRR6055390,SRR6766825,SRR6766838,SRR6766830,SRR6766824,SRR6766822,SRR6055397,SRR6766813,SRR6055362,SRR6055404,SRR6055392	Drosophila_melanogaster
2295	2414	269.800119688809	0.0136915509087004	2108	14	9	all introns	0	SRR6766854,SRR6766846,SRR6766815,SRR6055382,SRR6766826,SRR6055393,SRR6055384,SRR6766832,SRR6766838,SRR6766844,SRR6055373,SRR6055417,SRR6766839,SRR6055383	Drosophila_melanogaster
2304	2414	301.205783456624	0.0124271623215885	2111	14	10	all introns	0	SRR6766854,SRR6055401,SRR6055370,SRR6055411,SRR6055400,SRR6766861,SRR6055414,SRR6766842,SRR6055417,SRR6055413,SRR6766830,SRR6766835,SRR6766832,SRR6055359	Drosophila_melanogaster
2337	2414	590.962997224792	0.0103445605068249	2137	14	11	all introns	0	SRR6055420,SRR6055421,SRR6766818,SRR6055359,SRR6766858,SRR6055374,SRR7444551,SRR6766803,SRR6055375,SRR6766827,SRR6766842,SRR6766812,SRR6766825,SRR6055384	Drosophila_melanogaster
2311	2414	479.460440214159	0.00995892710965739	2122	14	12	all introns	0	SRR6766814,SRR6766833,SRR6055399,SRR6055409,SRR7444550,SRR6055417,SRR6055389,SRR6055366,SRR6055380,SRR6766824,SRR6766815,SRR6055398,SRR6055373,SRR6055408	Drosophila_melanogaster
2330	2414	443.315603878931	0.0120626873966788	2136	14	13	all introns	0	SRR6055392,SRR6766838,SRR6766834,SRR6055393,SRR6055385,SRR6055419,SRR6766851,SRR6766831,SRR6766807,SRR6766820,SRR6766813,SRR7444554,SRR6055364,SRR6055368	Drosophila_melanogaster
2287	2414	218.795348837209	0.0124882832635086	2097	14	14	all introns	0	SRR6766804,SRR6055371,SRR6055410,SRR6055369,SRR6055363,SRR6766847,SRR6055373,SRR6055422,SRR6766816,SRR6055362,SRR6766823,SRR6055405,SRR6055391,SRR6055376	Drosophila_melanogaster
2340	2414	781.764809902741	0.0105822130578908	2137	14	15	all introns	0	SRR6055421,SRR6055372,SRR6055412,SRR6055374,SRR6766853,SRR6055409,SRR6055405,SRR6055389,SRR6766805,SRR6766813,SRR6055418,SRR6766827,SRR7444554,SRR6055395	Drosophila_melanogaster
2323	2414	492.814981949458	0.01035556566109	2128	14	16	all introns	0	SRR6766823,SRR7444555,SRR6055396,SRR6055371,SRR6766856,SRR6055421,SRR6766835,SRR6766855,SRR6055367,SRR6766838,SRR6055361,SRR6766842,SRR6766840,SRR6055372	Drosophila_melanogaster
2311	2414	456.321292775666	0.0116638756019819	2120	14	17	all introns	0	SRR6055390,SRR6055406,SRR6055372,SRR6766831,SRR6055422,SRR6766858,SRR6055389,SRR6766836,SRR6766857,SRR6055364,SRR6766814,SRR6055361,SRR6766812,SRR6055418	Drosophila_melanogaster
2317	2414	383.026989297348	0.0120829390844538	2126	14	18	all introns	0	SRR6055404,SRR6055368,SRR6055394,SRR7444550,SRR6766855,SRR6055393,SRR6055377,SRR6766816,SRR6055392,SRR6055386,SRR6766849,SRR6055383,SRR6055369,SRR6766809	Drosophila_melanogaster
2339	2414	651.750142287991	0.0132850629820549	2145	14	19	all introns	0	SRR6766821,SRR6766852,SRR6055400,SRR6766820,SRR6766834,SRR6766816,SRR6055396,SRR6766845,SRR6055394,SRR6766807,SRR6766855,SRR6055406,SRR6766850,SRR7444554	Drosophila_melanogaster
2332	2414	694.963346908553	0.013326825940761	2133	14	20	all introns	0	SRR6055411,SRR6766850,SRR6055359,SRR6055377,SRR6055376,SRR6055394,SRR6055404,SRR6766836,SRR6766805,SRR6766861,SRR6055396,SRR6766818,SRR6766855,SRR6055393	Drosophila_melanogaster
2327	2414	433.539349422875	0.0111701098128954	2132	14	21	all introns	0	SRR6766808,SRR6055363,SRR6766839,SRR6055393,SRR6055364,SRR6766830,SRR6766847,SRR6766833,SRR6766818,SRR7444551,SRR6766838,SRR6055388,SRR6055391,SRR6766829	Drosophila_melanogaster
2316	2414	572.867822318527	0.0112199910763341	2117	14	22	all introns	0	SRR6055411,SRR6055420,SRR6766827,SRR6055403,SRR6766804,SRR6055362,SRR6766842,SRR6766828,SRR6055406,SRR6766845,SRR6055412,SRR6766803,SRR6055416,SRR6766833	Drosophila_melanogaster
2330	2414	639.026153846154	0.0126866730986957	2139	14	23	all introns	0	SRR6055397,SRR6055373,SRR6766849,SRR6766804,SRR6055380,SRR6766805,SRR6055376,SRR6766842,SRR6055402,SRR6055375,SRR6766848,SRR6055411,SRR6055390,SRR7444554	Drosophila_melanogaster
2315	2414	506.903669724771	0.0123392920876465	2124	14	24	all introns	0	SRR6766833,SRR6766804,SRR6055411,SRR6055359,SRR6766830,SRR6055368,SRR6766828,SRR6766861,SRR6055400,SRR6055377,SRR6766818,SRR6766813,SRR6766854,SRR6766826	Drosophila_melanogaster
2331	2414	576.275621890548	0.0121628170266295	2136	14	25	all introns	0	SRR6055410,SRR6766848,SRR7444554,SRR6055387,SRR6055363,SRR6766818,SRR6766823,SRR6766839,SRR6055399,SRR6766850,SRR6055361,SRR6055412,SRR6766830,SRR6055377	Drosophila_melanogaster
2338	2414	587.953797774552	0.0125392557030398	2142	14	26	all introns	0	SRR7444554,SRR6055375,SRR6766816,SRR6766831,SRR6766819,SRR6055422,SRR6766857,SRR6055378,SRR6766856,SRR6055362,SRR6766811,SRR6766806,SRR7444552,SRR6766853	Drosophila_melanogaster
2329	2414	516.989671361502	0.0115775636351314	2135	14	27	all introns	0	SRR6766849,SRR6766840,SRR6055389,SRR6055422,SRR6055382,SRR6055385,SRR6055396,SRR6055367,SRR6055410,SRR6766832,SRR7444555,SRR6055412,SRR6766855,SRR6055379	Drosophila_melanogaster
2336	2414	388.813772676786	0.012045783632203	2144	14	28	all introns	0	SRR6055422,SRR6055412,SRR6766855,SRR6766826,SRR6055390,SRR6055364,SRR6766853,SRR6055387,SRR6766811,SRR6055373,SRR6055403,SRR6055400,SRR6766830,SRR7444554	Drosophila_melanogaster
2311	2414	439.191051454139	0.0122908868331997	2119	14	29	all introns	0	SRR6766833,SRR6055366,SRR6055360,SRR6055383,SRR6055391,SRR6055388,SRR6055364,SRR6055359,SRR6055417,SRR6766820,SRR6766853,SRR6766812,SRR6766827,SRR6055370	Drosophila_melanogaster
2324	2414	472.900123304562	0.0131482168216383	2137	14	30	all introns	0	SRR7444551,SRR6766803,SRR6766846,SRR6766817,SRR6766816,SRR6766811,SRR6766821,SRR6766807,SRR6766845,SRR6766806,SRR6766837,SRR6766857,SRR6055399,SRR6766854	Drosophila_melanogaster
2294	2414	307.092548076923	0.0132209509902967	2098	15	1	all introns	0	SRR6766845,SRR6055394,SRR6766812,SRR6055409,SRR6055414,SRR6766830,SRR6055421,SRR6055416,SRR6055401,SRR6055405,SRR6766855,SRR6766816,SRR6055412,SRR6055397,SRR6766848	Drosophila_melanogaster
2329	2414	504.115960099751	0.0112755399118869	2131	15	2	all introns	0	SRR6055375,SRR6055392,SRR6055401,SRR7444555,SRR6055409,SRR6055384,SRR6055385,SRR6766837,SRR6766848,SRR6055404,SRR6766859,SRR7444552,SRR6055393,SRR6055372,SRR6055400	Drosophila_melanogaster
2343	2414	736.662421912543	0.0126896986048305	2149	15	3	all introns	0	SRR6055370,SRR6055403,SRR6055418,SRR6766845,SRR6766814,SRR6766850,SRR6766830,SRR6055379,SRR6766822,SRR6766838,SRR6766826,SRR7444551,SRR6766807,SRR6055366,SRR6055408	Drosophila_melanogaster
2324	2414	514.5	0.0111560930558303	2134	15	4	all introns	0	SRR6055415,SRR6766855,SRR6766835,SRR6055402,SRR6055419,SRR6766845,SRR6055387,SRR6766803,SRR6055361,SRR7444551,SRR6055380,SRR6055386,SRR6766827,SRR6055390,SRR6055410	Drosophila_melanogaster
2323	2414	544.081625314635	0.0107658256027687	2133	15	5	all introns	0	SRR6766824,SRR6055374,SRR6766812,SRR6766837,SRR6055408,SRR6766811,SRR7444551,SRR6766803,SRR6766840,SRR6055419,SRR6055410,SRR6055402,SRR6055384,SRR6055417,SRR6766815	Drosophila_melanogaster
2323	2414	507.943181818181	0.0123094702196982	2124	15	6	all introns	0	SRR6766829,SRR6055376,SRR6055422,SRR6055411,SRR6055396,SRR6766853,SRR6766813,SRR6766836,SRR6766810,SRR6055384,SRR6766846,SRR6055400,SRR6766828,SRR6055369,SRR6055391	Drosophila_melanogaster
2346	2414	852.125504982493	0.0118754960574137	2145	15	7	all introns	0	SRR6766853,SRR6055417,SRR6055369,SRR6766838,SRR6055408,SRR6766858,SRR6766852,SRR7444553,SRR6766805,SRR6055409,SRR6766842,SRR7444554,SRR6055412,SRR6055415,SRR6766844	Drosophila_melanogaster
2329	2414	686.270762229807	0.0132325977053875	2133	15	8	all introns	0	SRR6055406,SRR6766843,SRR7444551,SRR6766819,SRR6766835,SRR6766836,SRR6766860,SRR6055413,SRR6766825,SRR6766804,SRR6766818,SRR6055389,SRR6766852,SRR6766829,SRR6766854	Drosophila_melanogaster
2296	2414	358.022222222223	0.0109585866466901	2108	15	9	all introns	0	SRR6766821,SRR6766815,SRR6055362,SRR6766831,SRR6055398,SRR6766828,SRR6055374,SRR6055405,SRR6055381,SRR6766809,SRR6055387,SRR6055390,SRR6766826,SRR6766808,SRR6055371	Drosophila_melanogaster
2328	2414	544.268406961178	0.0126821990323366	2130	15	10	all introns	0	SRR6055379,SRR6766858,SRR6055374,SRR6055406,SRR6055367,SRR6055421,SRR6055392,SRR6766857,SRR6055417,SRR6766811,SRR6055385,SRR6766816,SRR6766836,SRR6766849,SRR6766805	Drosophila_melanogaster
2250	2414	186.577243293247	0.0127646085984571	2066	15	11	all introns	0	SRR6766858,SRR6055419,SRR6055360,SRR6055418,SRR6766855,SRR6055374,SRR6766841,SRR6055422,SRR6055402,SRR6766807,SRR6766821,SRR6055386,SRR6766835,SRR6055383,SRR6055404	Drosophila_melanogaster
2316	2414	398.464912280702	0.0108809980993502	2124	15	12	all introns	0	SRR6766835,SRR6055389,SRR6766810,SRR6055370,SRR6766833,SRR6055408,SRR6055386,SRR6055380,SRR6055374,SRR7444553,SRR6055373,SRR6766847,SRR6766846,SRR7444555,SRR6055405	Drosophila_melanogaster
2320	2414	536.782846715328	0.0115557031552365	2131	15	13	all introns	0	SRR7444554,SRR6055391,SRR6055414,SRR6055372,SRR6766857,SRR6055386,SRR6055405,SRR6055361,SRR6766821,SRR6766814,SRR6766831,SRR6055407,SRR6055371,SRR6766819,SRR6766855	Drosophila_melanogaster
2328	2414	692.821098901099	0.0125934359163043	2131	15	14	all introns	0	SRR6766839,SRR6766854,SRR6766858,SRR6766845,SRR6055416,SRR6766830,SRR6055372,SRR6766814,SRR6766844,SRR6055418,SRR6766829,SRR6055411,SRR6766853,SRR6766838,SRR6055405	Drosophila_melanogaster
2332	2414	649.400815217391	0.0109626977452045	2135	15	15	all introns	0	SRR6766859,SRR6055382,SRR6766820,SRR6055400,SRR6055365,SRR6766824,SRR6766827,SRR6055384,SRR6055413,SRR6055414,SRR7444551,SRR6055404,SRR6766817,SRR6766841,SRR6766818	Drosophila_melanogaster
2296	2414	303.215933932475	0.0120726615400195	2105	15	16	all introns	0	SRR6055370,SRR6766812,SRR6055398,SRR6766822,SRR6055415,SRR6055369,SRR6766855,SRR6055376,SRR6055362,SRR6055414,SRR6766834,SRR6766835,SRR6766813,SRR6766859,SRR6055413	Drosophila_melanogaster
2327	2414	556.295528455285	0.0109805867857304	2130	15	17	all introns	0	SRR6766856,SRR6766849,SRR6055402,SRR6766814,SRR6055381,SRR6055411,SRR7444553,SRR6055396,SRR6055386,SRR6055408,SRR6055389,SRR6766809,SRR6055387,SRR6766808,SRR6055366	Drosophila_melanogaster
2333	2414	456.435920577617	0.0115613201955634	2136	15	18	all introns	0	SRR6055410,SRR6766832,SRR6766833,SRR7444552,SRR6055421,SRR6766838,SRR6766848,SRR6055383,SRR6055368,SRR6766831,SRR6055392,SRR6055393,SRR6055394,SRR6055406,SRR6766830	Drosophila_melanogaster
2312	2414	482.908284023668	0.0118891723074906	2114	15	19	all introns	0	SRR6055415,SRR6766818,SRR6055384,SRR6055383,SRR6055394,SRR6766813,SRR6055367,SRR6766817,SRR6766825,SRR6766823,SRR6766848,SRR6766807,SRR6766858,SRR6055387,SRR6766809	Drosophila_melanogaster
2327	2414	396.170711297071	0.0121996600342454	2136	15	20	all introns	0	SRR6055401,SRR6055387,SRR7444550,SRR6055386,SRR6055373,SRR6055376,SRR6766861,SRR6055408,SRR6766807,SRR6055398,SRR6766803,SRR6766860,SRR6055360,SRR6766815,SRR6766836	Drosophila_melanogaster
2327	2414	549.047619047619	0.0123522957019667	2132	15	21	all introns	0	SRR6766808,SRR6055405,SRR6055392,SRR6055411,SRR7444551,SRR6055410,SRR6055370,SRR6055401,SRR6766855,SRR6766820,SRR6766848,SRR6766841,SRR6055383,SRR7444550,SRR6766847	Drosophila_melanogaster
2300	2414	639.439001848429	0.0118933325034542	2102	15	22	all introns	0	SRR6766823,SRR6766814,SRR6766830,SRR6055360,SRR6055375,SRR6766809,SRR6766843,SRR6766841,SRR6766851,SRR6766803,SRR6766804,SRR6766818,SRR6766854,SRR6766853,SRR6055406	Drosophila_melanogaster
2342	2414	585.755676657583	0.0118582886567722	2142	15	23	all introns	0	SRR6055392,SRR6766853,SRR6055397,SRR6055402,SRR6766831,SRR6766829,SRR6766808,SRR6055367,SRR7444554,SRR6055413,SRR6055395,SRR6766818,SRR6766825,SRR6055411,SRR6766803	Drosophila_melanogaster
2294	2414	270.344704482348	0.0122839895637829	2108	15	24	all introns	0	SRR6055417,SRR6055419,SRR6766820,SRR6055381,SRR6766815,SRR6766855,SRR6055380,SRR6055388,SRR6055414,SRR6055399,SRR6055375,SRR6766818,SRR6766825,SRR6055370,SRR6766811	Drosophila_melanogaster
2329	2414	588.487219819112	0.0113400081829423	2134	15	25	all introns	0	SRR7444555,SRR6766847,SRR6055390,SRR6055379,SRR6766803,SRR6766855,SRR6055422,SRR6055411,SRR6766824,SRR6055420,SRR6766807,SRR6766814,SRR6055369,SRR6055362,SRR6055405	Drosophila_melanogaster
2324	2414	459.762942779291	0.0115739123947193	2128	15	26	all introns	0	SRR6766828,SRR6766823,SRR6766812,SRR6766834,SRR6766835,SRR6766819,SRR6055391,SRR7444554,SRR6055365,SRR6055371,SRR6055362,SRR6055419,SRR6766821,SRR6055409,SRR6766847	Drosophila_melanogaster
2333	2414	493.429325292122	0.0110858204973192	2138	15	27	all introns	0	SRR6766842,SRR7444551,SRR6766831,SRR6766818,SRR6766858,SRR6055421,SRR6055366,SRR6766825,SRR6055422,SRR6766855,SRR6055387,SRR6055382,SRR6766844,SRR6055368,SRR6766810	Drosophila_melanogaster
2340	2414	751.751464435147	0.0109639809271317	2137	15	28	all introns	0	SRR6055414,SRR6055403,SRR6055370,SRR6766849,SRR6766805,SRR6055406,SRR6766813,SRR6055369,SRR6055380,SRR7444553,SRR6055381,SRR6055364,SRR6766814,SRR6055374,SRR6766839	Drosophila_melanogaster
2331	2414	692.46186440678	0.0108624427299874	2136	15	29	all introns	0	SRR6766803,SRR6055405,SRR6766842,SRR6766849,SRR6055394,SRR6055383,SRR6766855,SRR7444552,SRR6766820,SRR6766839,SRR6055406,SRR6055417,SRR6766840,SRR6766813,SRR7444554	Drosophila_melanogaster
2323	2414	570.545934065934	0.0116807727707964	2128	15	30	all introns	0	SRR6055378,SRR6055389,SRR7444554,SRR6055385,SRR6055364,SRR6055363,SRR7444553,SRR6766849,SRR6766822,SRR6055410,SRR6055393,SRR6055417,SRR6055390,SRR6055391,SRR6766853	Drosophila_melanogaster
2304	2414	422.163234172388	0.0115643988969748	2109	16	1	all introns	0	SRR6055417,SRR6766814,SRR6055386,SRR6055387,SRR6766810,SRR6766815,SRR6055406,SRR6055393,SRR6055402,SRR6055408,SRR6766841,SRR6055421,SRR6766807,SRR6055399,SRR6766820,SRR6766822	Drosophila_melanogaster
2335	2414	1054.76500697999	0.0122124082549715	2134	16	2	all introns	0	SRR6055397,SRR6055367,SRR6055391,SRR6766848,SRR6766853,SRR6766854,SRR6766847,SRR6055414,SRR6055394,SRR6766805,SRR6055387,SRR6766821,SRR6766827,SRR7444553,SRR7444555,SRR6766845	Drosophila_melanogaster
2321	2414	783.391467065868	0.013155669102755	2126	16	3	all introns	0	SRR6766844,SRR6766840,SRR6766804,SRR6766860,SRR6055368,SRR6055393,SRR6766836,SRR6766850,SRR6055391,SRR6766825,SRR6055386,SRR6055366,SRR6766854,SRR6766812,SRR6055378,SRR6055404	Drosophila_melanogaster
2336	2414	884.817923186344	0.0106757767784487	2138	16	4	all introns	0	SRR6766840,SRR6766824,SRR6055421,SRR6055364,SRR6055406,SRR6766855,SRR6055378,SRR6055405,SRR6766827,SRR6766822,SRR6766812,SRR6055417,SRR7444554,SRR6766806,SRR6766843,SRR6055395	Drosophila_melanogaster
2285	2414	206.378117457763	0.0125346263854746	2094	16	5	all introns	0	SRR6055377,SRR6055404,SRR6055416,SRR6766818,SRR6055415,SRR6055370,SRR6766856,SRR6055420,SRR6055394,SRR6766833,SRR6055419,SRR6055389,SRR6766859,SRR6055391,SRR6055384,SRR6766808	Drosophila_melanogaster
2330	2414	652.365753424657	0.0131650075981911	2132	16	6	all introns	0	SRR6766822,SRR6766830,SRR6055371,SRR6055386,SRR6766813,SRR6055362,SRR6766847,SRR6766841,SRR6055401,SRR6766850,SRR6055406,SRR6766811,SRR6055411,SRR6055359,SRR6766852,SRR6766831	Drosophila_melanogaster
2341	2414	859.373482726424	0.0123393426924138	2141	16	7	all introns	0	SRR6766821,SRR6766824,SRR6055420,SRR6055416,SRR6766814,SRR6766850,SRR6055399,SRR6055367,SRR6055359,SRR6766823,SRR7444555,SRR6766831,SRR6055363,SRR6766834,SRR6055408,SRR6766849	Drosophila_melanogaster
2295	2414	345.514425427873	0.0129185357063288	2108	16	8	all introns	0	SRR6055370,SRR6055411,SRR6055365,SRR6766857,SRR6766817,SRR6055412,SRR6055402,SRR6766848,SRR6055383,SRR6766815,SRR6055390,SRR6055359,SRR6766803,SRR6766860,SRR6055421,SRR6055362	Drosophila_melanogaster
2279	2414	303.484693877551	0.0129744086808523	2084	16	9	all introns	0	SRR6055362,SRR6055388,SRR6766856,SRR6766848,SRR6055386,SRR6055422,SRR6766821,SRR6766846,SRR6766855,SRR6055378,SRR6055380,SRR6055399,SRR6766803,SRR6766810,SRR6055367,SRR6766823	Drosophila_melanogaster
2333	2414	660.809442426832	0.0115423795316626	2139	16	10	all introns	0	SRR6055382,SRR6055369,SRR6766803,SRR6766813,SRR6766818,SRR6055371,SRR6766833,SRR6766856,SRR6055362,SRR6766820,SRR7444553,SRR7444550,SRR6766806,SRR6055388,SRR6766823,SRR6766854	Drosophila_melanogaster
2323	2414	433.345847554039	0.0127090606550755	2123	16	11	all introns	0	SRR6055399,SRR6766845,SRR6055386,SRR6055401,SRR6766819,SRR6055384,SRR6766837,SRR6055388,SRR6766829,SRR6055414,SRR6766818,SRR6055402,SRR6766832,SRR6766817,SRR6055395,SRR6055409	Drosophila_melanogaster
2339	2414	692.509027777778	0.0125370258917711	2144	16	12	all introns	0	SRR6766850,SRR6766836,SRR7444554,SRR6766816,SRR6766809,SRR6055415,SRR6766812,SRR6766857,SRR6055384,SRR6055414,SRR6766834,SRR6055400,SRR6055403,SRR6766848,SRR6055404,SRR6055390	Drosophila_melanogaster
2310	2414	345.586188436831	0.0130881651965471	2113	16	13	all introns	0	SRR6055400,SRR6055398,SRR6766841,SRR6055397,SRR6766812,SRR6055390,SRR6766849,SRR6766803,SRR6766832,SRR6766834,SRR6055370,SRR6055391,SRR6055374,SRR6766807,SRR6766835,SRR6766820	Drosophila_melanogaster
2336	2414	665.129122414757	0.0117946355845531	2136	16	14	all introns	0	SRR7444554,SRR6055411,SRR6766853,SRR6055376,SRR6766810,SRR6055384,SRR6766840,SRR6766817,SRR6055413,SRR6766847,SRR6055407,SRR6055412,SRR6766836,SRR6766831,SRR6055399,SRR6055392	Drosophila_melanogaster
2330	2414	419.27608092027	0.0124449256128664	2136	16	15	all introns	0	SRR6055395,SRR6055377,SRR6766838,SRR6766853,SRR6055402,SRR6055383,SRR6055363,SRR6766854,SRR6055406,SRR6055389,SRR6766842,SRR6055418,SRR6766844,SRR6055385,SRR6055413,SRR7444551	Drosophila_melanogaster
2330	2414	663.929639401934	0.0106860091944799	2138	16	16	all introns	0	SRR6055422,SRR6766840,SRR6055399,SRR6055401,SRR6055408,SRR6055421,SRR6055372,SRR6055369,SRR6766847,SRR6766837,SRR6055375,SRR6766844,SRR7444550,SRR7444551,SRR6055363,SRR6055381	Drosophila_melanogaster
2322	2414	417.169992019154	0.0124327266110733	2125	16	17	all introns	0	SRR6055396,SRR6766810,SRR6766861,SRR6766817,SRR6055387,SRR6055372,SRR6055391,SRR6055359,SRR6055360,SRR6055403,SRR6766828,SRR6766806,SRR6055407,SRR6055384,SRR6055422,SRR6766826	Drosophila_melanogaster
2335	2414	578.981205673759	0.0109787308004299	2142	16	18	all introns	0	SRR6766804,SRR6055413,SRR6766814,SRR7444550,SRR6766823,SRR6055402,SRR6766826,SRR6055397,SRR6055422,SRR6055359,SRR6055382,SRR6055412,SRR6055387,SRR6055395,SRR6766830,SRR6055364	Drosophila_melanogaster
2321	2414	502.027529021559	0.0118516223579506	2130	16	19	all introns	0	SRR6055369,SRR6766839,SRR6766846,SRR7444555,SRR6055375,SRR6766808,SRR6766845,SRR6055420,SRR6055398,SRR6766829,SRR6766824,SRR6766816,SRR6766849,SRR6766843,SRR6055382,SRR6055415	Drosophila_melanogaster
2329	2414	388.534075104311	0.0112540958611359	2133	16	20	all introns	0	SRR6055398,SRR6055384,SRR6766833,SRR6055386,SRR6055395,SRR6055401,SRR6766843,SRR6766858,SRR6055406,SRR6766808,SRR6055389,SRR7444555,SRR6055369,SRR6766825,SRR6055373,SRR6766820	Drosophila_melanogaster
2334	2414	697.638726790451	0.012098645627881	2138	16	21	all introns	0	SRR6055368,SRR6055421,SRR6766829,SRR6766845,SRR6055416,SRR6766810,SRR6766804,SRR6766847,SRR6766839,SRR7444551,SRR6766817,SRR6766852,SRR7444550,SRR6055390,SRR6766835,SRR6055374	Drosophila_melanogaster
2328	2414	458.62583518931	0.0116589037697498	2131	16	22	all introns	0	SRR6055405,SRR6766816,SRR7444551,SRR6055417,SRR6766843,SRR6766820,SRR6055397,SRR6766809,SRR6055378,SRR6766835,SRR6055383,SRR6055411,SRR6766817,SRR6766852,SRR6055401,SRR6055374	Drosophila_melanogaster
2333	2414	429.926285160039	0.0124011409579306	2140	16	23	all introns	0	SRR6766847,SRR6766804,SRR7444555,SRR6055391,SRR6766806,SRR6055392,SRR6055417,SRR6055413,SRR6766815,SRR6766810,SRR6766861,SRR6766833,SRR6766859,SRR6766838,SRR6055373,SRR6766821	Drosophila_melanogaster
2343	2414	775.882584269663	0.0123622255334495	2146	16	24	all introns	0	SRR6055367,SRR6055376,SRR6055380,SRR7444555,SRR6055405,SRR6766803,SRR6055382,SRR6055381,SRR6055400,SRR6766825,SRR6766857,SRR6766850,SRR6766821,SRR6766839,SRR6766824,SRR7444550	Drosophila_melanogaster
2341	2414	645.474042553191	0.0118903037620474	2143	16	25	all introns	0	SRR6055384,SRR7444554,SRR6055389,SRR6766831,SRR6055361,SRR6766805,SRR6766858,SRR6055367,SRR6055396,SRR6055418,SRR6055410,SRR6055415,SRR6766847,SRR6055363,SRR6766849,SRR6766810	Drosophila_melanogaster
